Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Director,canonical_Agency,canonical_Source,canonical_Ounce of Prevention Description,canonical_ECE Available Programs,canonical_NAEYC Valid Until,canonical_Address,canonical_Head Start Fund,canonical_Column,canonical_Program Name,canonical_Program Option,canonical_Zip,canonical_Neighborhood,canonical_CC fund,canonical_Purple binder service type,canonical_Website,canonical_Column2,canonical_Eearly Head Start Fund,canonical_Phone,canonical_IDHS Provider ID,canonical_Site name,canonical_Id,canonical_Progmod,canonical_Executive Director,canonical_Center Director,canonical_Funded Enrollment,canonical_Fax,canonical_NAEYC Program Id,canonical_Length of Day,canonical_Email Address,canonical_Number per Site HS,canonical_Number per Site EHS 
263,1.0,413,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Windy City Kids,600 W. Madison ,,5756550,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'cp',b'',b'600 w. madison',b'',b'',b'community partnerships',b'',b'60648',b'near west side',b'',b'',b'',b'',b'',b'5756550',b'',b'easter seals windy city kids',b'413',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
1003,,414,CPS_Early_Childhood_Portal_scrape.csv, Learning Center of Heartland Human Care Services,615 W. Wellington Ave. ,,7511870,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,,415,CPS_Early_Childhood_Portal_scrape.csv, Center for New Horizons Washington Park,6225 S. Wabash ,,6672065,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,,416,CPS_Early_Childhood_Portal_scrape.csv, Boys & Girls Clubs John L. Yancey,6245 S. Wabash ,,3634733,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,,417,CPS_Early_Childhood_Portal_scrape.csv, Kiddy Kare Preschools Kidz Colony,6287 S. Archer ,,7678522,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,1.0,418,CPS_Early_Childhood_Portal_scrape.csv, YMCA South Side,6330 S. Stony Island ,,9470700,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'cp',b'',b'6330 s stony island',b'',b'',b'community partnerships',b'',b'60637',b'woodlawn',b'',b'',b'',b'child care',b'',b'9470700',b'',b'ymca south side',b'418',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
151,1.0,419,CPS_Early_Childhood_Portal_scrape.csv," Teddy Bear Nursery School, Inc. III",6401 S. Pulaski ,,2842292,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'cp',b'',b'6401 s. pulaski',b'',b'',b'community partnerships',b'',b'60629',b'west lawn',b'',b'',b'',b'',b'',b'2842292',b'',"b'teddy bear nursery school, inc. iii'",b'419',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
265,1.0,420,CPS_Early_Childhood_Portal_scrape.csv, New Hope Lutheran School,6416 S. Washtenaw ,,7769849,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'cp',b'',b'6416 s. washtenaw',b'',b'',b'community partnerships',b'',b'60629',b'chicago lawn',b'',b'',b'',b'',b'',b'7769849',b'',b'new hope lutheran school',b'420',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
266,0.99999264876,421,CPS_Early_Childhood_Portal_scrape.csv, Metropolitan Family Services Midway,6422 S. Kedzie ,,7374790,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'laurie sedio',b'rhonda freeman',b'6422 s kedzie',b'',b'',b'community partnerships',b'chicago lawn',b'60629',b'',b'yes',b'',b'no',b'',b'rhonda freeman',b'7374790',b'',b'metropolitan family services midway head start',b'2246',b'no',b'',b'www.metrofamily.org',b'metropolitan family services',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
1007,,422,CPS_Early_Childhood_Portal_scrape.csv, Granny's Daycare Center,645 W. 127th St. ,,8485827,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,,423,CPS_Early_Childhood_Portal_scrape.csv, Mt. Ararat Day Care,6514-16 W. Higgins Ave. ,,5939763,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,424,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - Academy of St. Benedict the African (Stewart),6547 S. Stewart Ave. ,,9946100,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,,425,CPS_Early_Childhood_Portal_scrape.csv, Little Angels Family Daycare,6701 S. Emerald ,,3703688,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,426,CPS_Early_Childhood_Portal_scrape.csv, Lake Shore Schools - Greenview,6759 N. Greenview ,,7431118,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1.0,427,CPS_Early_Childhood_Portal_scrape.csv, Trinity United Church of Christ Denton Brooks,6921 S. Stony Island ,,9552818,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'6921 s stony island',b'',b'',b'child care',b'south shore',b'60649',b'',b'yes',b'',b'yes',b'',b'cherie brown',b'9552818',b'',b'trinity united church of christ - dr. denton j. brooks center',b'1298',b'no',"b'7079ps(hs collaboration with childcare & prek), 4118ps(child'",b'',b'trinity united church of christ',b'',b'',b'half day/full day',b'',b'',b''
268,1.0,428,CPS_Early_Childhood_Portal_scrape.csv," Fresh Start Daycare, Inc.",6924 W. North Avenue ,,4792870,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'6924 w. north avenue',b'',b'',b'community partnerships',b'',b'60707',b'',b'',b'',b'',b'child care',b'',b'4792870',b'',"b'fresh start daycare, inc.'",b'428',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
631,1.0,429,CPS_Early_Childhood_Portal_scrape.csv, Eyes on the Future,6969 N. Ravenswood ,,9730771,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'486830',b'',b'',b'6969 n. ravenswood avenue suite a',b'',b'',b'community partnerships',b'',b'60626',b'',b'',b'eotfuture@gmail.com',b'',b'child care',b'',b'9730771',b'',b'eyes on the future',b'429',b'',b'',b'http://www.eyesonthefuture.net',b'',b'',b'',"b'8-11 hours, varies by facility'",b'01/31/13',b'',b''
158,0.995902299881,430,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre Roseland,7 E. 119th St. ,,2647633,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'zirl smith',b'barbara woods',b'7 e 119th st',b'',b'',b'child care',b'west pullman',b'60628',b'',b'yes',b'',b'no',b'child care',b'barbara woods',b'2647632',b'',b'abraham lincoln centre',b'1386',b'no',b'3175ps(hs collaboration with childcare & prek)',b'www.abelink.org',b'abraham lincoln centre',b'',b'',b'extended day',b'',b'',b''
160,0.666666666667,431,CPS_Early_Childhood_Portal_scrape.csv, YMCA Garfield,7 N. Homan Avenue ,,2653900,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'purple_binder_early_childhood.csv',b'',b'cp',b'paulette hernandez',b'7 n. homan avenue',b'',b'',b'community partnerships',b'east garfield park',b'60624',b'east garfield park',b'yes',b'',b'no',b'child care',b'paulette hernandez',b'2653900',b'',b'ymca garfield',b'2851',b'yes',"b'7081ps(hs collaboration with childcare & prek), 6039ip(ehs c'",b'www.ymcachicago.org',b'ymca of metropolitan chicago',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
269,1.0,432,CPS_Early_Childhood_Portal_scrape.csv, Children?s Developmental Institute SS,7037 S. Stony Island ,,3633200,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'ece chicago find a school scrape.csv',b'',b'cp',b'',b'7037 s. stony island',b'',b'',b'community partnerships',b'',b'60649',b'south shore',b'',b'',b'',b'',b'',b'3633200',b'',"b""children's dev inst so shore""",b'2405',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
161,0.999894516809,433,CPS_Early_Childhood_Portal_scrape.csv, Christopher House Rogers Park,7059 N. Greenview ,,2745477,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'437986',b'lori baas',b'atena danner-mcphaden',b'7059 n greenview',b'',b'',b'child care',b'rogers park',b'60626',b'',b'yes',b'adanner@christopherhouse.org',b'yes',b'child care',b'joni rudds',b'2745477',b'',b'christopher house rogers park',b'1300',b'no',"b'7073ps(hs collaboration with childcare & prek), 4147ps(child'",b'www.christopherhouse.org',b'christopher house',b'',b'',b'half day/full day',b'08/31/13',b'',b''
270,1.0,434,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Center Donoghue,707 E. 37th St. ,,7295325,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'707 e 37th st',b'',b'',b'head start',b'',b'',b'',b'',b'',b'',b'',b'',b'7295325',b'',b'abraham lincoln centre - donoghue',b'1301',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'',b''
1012,,435,CPS_Early_Childhood_Portal_scrape.csv, City Colleges Kennedy King CDC,710 W. 65th St ,,6025447,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,,436,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - St. Columbanus School,7120 S. Calumet Ave. ,,2243811,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,,437,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - Queen of the Universe,7130 S. Hamlin ,,5824266,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,,438,CPS_Early_Childhood_Portal_scrape.csv, Little Hands Child Creative Center,7146-48 S. Ashland Ave. ,,4710662,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,0.992853691181,439,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Ersula Howard,7222 S. Exchange ,,2219711,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',"b'george jones, jr.'",b'joni rudds',b'7222 s exchange',b'',b'',b'child care',b'south shore',b'60649',b'',b'yes',b'',b'no',b'child care',b'stella sweeten',b'2219711',b'',b'ada s. mckinley community services - mckinley - howard',b'1393',b'no',"b'4357it(child care it center), 7035ps(hs collaboration with c'",b'www.adasmckinley.org',b'ada s. mckinley community services',b'',b'',b'half day/full day',b'',b'',b''
271,1.0,440,CPS_Early_Childhood_Portal_scrape.csv, UIC Children?s Center I - East,728 W. Roosevelt (m/c 050) Rm. 287 ,,4135331,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'cp',b'',b'728 w. roosevelt (m/c 050) rm. 287',b'',b'',b'community partnerships',b'',b'60607',b'near west side',b'',b'',b'',b'',b'',b'4135331',b'',b'uic children?s center i - east',b'440',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
272,1.0,441,CPS_Early_Childhood_Portal_scrape.csv," Itsy Bitsy People Palace, Inc.",7419 S. Cottage Grove ,,8467396,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'486831',b'',b'',b'7419 s. cottage grove',b'',b'',b'community partnerships',b'',b'60619',b'',b'',b'info@itsybitsypeoplepalace.com',b'',b'',b'',b'8467396',b'',"b'itsy bitsy people palace, inc.'",b'441',b'',b'',b'http://info@itsybitsypeoplepalace.com',b'',b'',b'',"b'8-11 hours, varies by facility'",b'04/30/13',b'',b''
1016,,442,CPS_Early_Childhood_Portal_scrape.csv, Little People Day Care & Kindergarten,7428 N. Rogers Ave. ,,7612305,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,0.999999940395,443,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons NIA,744 N. Monticello ,,8264259,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'cp',b'',b'744 n. monticello',b'',b'',b'community partnerships',b'',b'60624',b'humboldt park',b'',b'',b'',b'',b'',b'8264259',b'',b'chicago commons nia',b'443',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
615,1.0,444,CPS_Early_Childhood_Portal_scrape.csv, City Colleges Daley Semester Program,7500 S. Pulaski ,,8387562,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'ece chicago find a school scrape.csv',b'',b'cp',b'',b'7500 s. pulaski',b'',b'',b'community partnerships',b'',b'60652',b'west lawn',b'',b'',b'',b'',b'',b'8387562',b'',b'city colleges daley semester program',b'2425',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
1017,,445,CPS_Early_Childhood_Portal_scrape.csv, Howard Area Early Childhood Center,7510 N. Ashland ,,7647610,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,1.0,446,CPS_Early_Childhood_Portal_scrape.csv, Jolly Fun House Playschool,7559 W. Addison ,,6376115,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'7559 w. addison',b'',b'',b'community partnerships',b'',b'60634',b'',b'',b'',b'',b'child care',b'',b'6376115',b'',b'jolly fun house playschool',b'446',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
172,0.999998286366,447,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers Rebecca K. Crown,7601 S. Phillips ,,7310444,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'508236',b'harry wells',b'eddie wilson',b'7601 s. phillips avenue',b'',b'',b'community partnerships',b'south shore',b'60649',b'',b'yes',b'annette.anthony@chicagoyouthcenters.org',b'no',b'child care',b'annette anthony',b'7310444',b'',b'chicago youth centers rebecca crown',b'2110',b'no',b'7088ps(hs collaboration with childcare & prek)',b'www.chicagoyouthcenters.org',b'chicago youth centers',b'',b'',"b'8-11 hours, varies by facility'",b'11/01/16',b'',b''
1018,,448,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - St. Sabina Academy,7800 S. Throop St. ,,4835000,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,0.999975860119,449,CPS_Early_Childhood_Portal_scrape.csv, New Concept,7825 S. Ellis ,,6519599,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'437984',b'',b'',b'7825 s ellis avenue',b'',b'',b'community partnerships',b'',b'60619',b'',b'',b'dcgbon21@yahoo.com',b'',b'child care',b'',b'6519599',b'',b'new concept school',b'449',b'',b'',b'http//www.ipe.clc.org',b'',b'',b'',"b'8-11 hours, varies by facility'",b'01/31/15',b'',b''
175,0.961296190818,450,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Wright Renaissance,7939 S. Western ,,4768805,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',"b'george jones, jr.'",b'corllis wright',b'7939 s western',b'',b'',b'child care',b'ashburn',b'60620',b'',b'yes',b'',b'yes',b'child care',b'corllis wright',b'4768805',b'',b'ada s. mckinley community services - mckinley - wright renaissance',b'1305',b'yes',"b'2708it(child care it center), 2708ps(child care ps center &'",b'www.adasmckinley.org',b'ada s. mckinley community services',b'',b'',b'half day/full day',b'',b'',b''
277,0.999992594123,451,CPS_Early_Childhood_Portal_scrape.csv, Ezzard Charles School,7946 S. Ashland ,,4870227,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'486942',b'cp',b'',b'7946 s ashland',b'',b'',b'community partnerships',b'',b'60620',b'auburn gresham',b'',b'ezzardezzi@aol.com',b'',b'child care',b'',b'4870227',b'6525-2857-5433-002',b'ezzard charles school',b'451',b'',b'',b'',b'',b'(773) 487-0044',b'',"b'8-11 hours, varies by facility'",b'08/31/13',b'',b''
1019,,452,CPS_Early_Childhood_Portal_scrape.csv, Children?s Center for Creative Learning,7954-58 S. Western ,,4714927,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,,453,CPS_Early_Childhood_Portal_scrape.csv, Tiny Tot Villa,8128 S. DR MARTIN LUTHER KING JR Drive ,,4836251,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,,454,CPS_Early_Childhood_Portal_scrape.csv, NIA LTD. The Learning Tree,8128 S. Kedzie ,,7788802,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,,455,CPS_Early_Childhood_Portal_scrape.csv, New Pisgah Day Care Center,8128 S. Racine Ave. ,,8735392,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1.0,456,CPS_Early_Childhood_Portal_scrape.csv," Terry Town Nursery School, Inc.",817 N. Hamlin ,,4894271,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'cp',b'',b'817 n. hamlin',b'',b'',b'community partnerships',b'',b'60651',b'humboldt park',b'',b'',b'',b'',b'',b'4894271',b'',"b'terry town nursery school, inc.'",b'456',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
1023,,457,CPS_Early_Childhood_Portal_scrape.csv, Chipper Preschool,8225-29 S. Kedzie ,,7785757,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,,458,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - St. Michael,8231 S. Shore Drive ,,2210212,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,,459,CPS_Early_Childhood_Portal_scrape.csv, Pinks Child Care Academy,8236 S. Kedzie ,,8637465,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1.0,460,CPS_Early_Childhood_Portal_scrape.csv, South Central Holistic PreK Program,8316 S. Ellis ,,4830900,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'felicia blasingame',b'marsha hightower',b'8316 s. ellis',b'',b'',b'community partnerships',b'',b'60618',b'chatham',b'',b'',b'',b'',b'',b'4830900',b'',b'south central holistic pre-k',b'2268',b'',b'',b'www.sccsinc.org',b'south central community services',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
181,0.92184595267,461,CPS_Early_Childhood_Portal_scrape.csv, South Harper Montessori School,8358 S. Stony Island ,,7340303,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'ece chicago find a school scrape.csv',b'',b'cp',b'',b'8358 s. stony island',b'',b'',b'community partnerships',b'',b'60617',b'avalon park',b'',b'',b'',b'child care',b'',b'7340303',b'',b'south harper montessori school',b'2780',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
1026,,462,CPS_Early_Childhood_Portal_scrape.csv, Bethune Educational Center,843 W. 103rd Street ,,2336100,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,0.999087075392,463,CPS_Early_Childhood_Portal_scrape.csv, Christopher House Lakeshore,850 W. Eastwood ,,2719403,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'cp',b'',b'850 w eastwood avenue',b'',b'',b'child care',b'',b'60640',b'uptown',b'',b'',b'',b'child care',b'',b'2719403',b'',b'christopher house - christopher house - lakeshore',b'2418',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'',b''
1027,,464,CPS_Early_Childhood_Portal_scrape.csv, Institute for Creative Learning,8515 S. Stony Island ,,7686688,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0.988868772984,465,CPS_Early_Childhood_Portal_scrape.csv, Dorothy Sutton Branch Headstart and Daycare,8601 S. State St. ,,7234445,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'ola kirksey',b'ms. ola kirksey',b'8601 s state st',b'',b'',b'community partnerships',b'chatham',b'60619',b'',b'yes',b'',b'no',b'',b'ms. ola kirksey',b'7234445',b'',b'dorothy sutton branch dorothy sutton branch',b'1629',b'no',b'7123ps(hs collaboration with childcare)',b'',b'dorothy sutton branch',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
279,1.0,466,CPS_Early_Childhood_Portal_scrape.csv, McCann?s Daycare Center,8612 S. Stony Island ,,3757932,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'cp',b'',b'8612 s. stony island',b'',b'',b'community partnerships',b'',b'60617',b'avalon park',b'',b'',b'',b'',b'',b'3757932',b'',b'mccann?s daycare center',b'466',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
1028,,467,CPS_Early_Childhood_Portal_scrape.csv, Little Elite Academy,8748 S. Aberdeen ,,4487990,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,,468,CPS_Early_Childhood_Portal_scrape.csv, Tots Express Learning Center,8938-40 S. Cottage Grove ,,7238687,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,,469,CPS_Early_Childhood_Portal_scrape.csv, Children's Village Day Care and Kindergarten,9011 S. Cottage Grove ,,8731700,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1.0,470,CPS_Early_Childhood_Portal_scrape.csv, Chesterfield Tom Thumb Day Care 2,9214 S. Cottage Grove ,,8743985,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'cp',b'',b'9214 s. cottage grove',b'',b'',b'community partnerships',b'',b'60619',b'chatham',b'',b'',b'',b'',b'',b'8743985',b'',b'chesterfield tom thumb day care 2',b'470',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
189,0.999942630529,471,CPS_Early_Childhood_Portal_scrape.csv, Centers for New Horizons Altgeld Gardens I,941 E. 132nd Street ,,4683055,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'cp',b'gloria lawson',b'941 e 132nd st',b'',b'',b'child care',b'riverdale',b'60627',b'riverdale',b'yes',b'',b'yes',b'child care',b'gloria lawson',b'4683055',b'',b'centers for new horizons - altgeld gardens i',b'1310',b'no',"b'4320it(child care it center), 7044ps(hs collaboration with c'",b'www.cnh.org',b'centers for new horizons',b'',b'',b'half day/full day',b'',b'',b''
